Transaction_ID,Order_Date,Customer_ID,Customer_Age,Customer_Gender,Product_Category,Product_Name,Quantity,Unit_Price,Discount_Rate,Total_Sales,Region
TXN-0239,2023-09-13,CUST-1178,30.0,FEMALE,  Electronics ,Tablet,2, 350.0 ,,700.00,West
txn_0240,invalid_date,CUST-1107,66.0,male,clothing, Jacket ,1,$110.00,25%,$82.50,north
TXN-0241,27/04/2023,CUST-1192,55.0,female,clothing,T-Shirt,2, 25.0 ,25%,$37.50,NORTH
TXN-0242,06-25-2023,CUST-1326,54.0,MALE,Appliances,Air Conditioner,4,650.0,15%,2210.00,  North 
TXN-0243,2023-01-03,,20.0,female,Home Appliances,Coffee Maker,1, 75.0 ,0.1,$67.50,West
TXN-0244,2023.10.20,,63.0,Female,Home Appliances,Vacuum Cleaner,3,$160.00,0.25,$360.00,East
TXN-0245,2023-01-29,1196.0,41.0,FEMALE,Appliances,Refrigerator,2,850.0,0.1,1530.00,west
TXN-0246,2023-08-05,CUST-1248,48.0,FEMALE,Home-Appliances,Microwave Oven,1, 180.0 ,10%,$162.00,NORTH
TXN-0247,2023.03.19,1213.0,26.0,female,Apparel,Jacket,2, 110.0 ,15%,187.00,West
TXN-0248,10-18-2023,CUST-1247,21.0,  Male  ,electronics,Wireless Headphones,2,120.0,10%,216.00,West
TXN-0249,09/07/2023,1162.0,46.0,M,Electronics,Wireless Headphones,2, 120.0 ,0.25,$180.00,south
,21/10/2023,CUST-1472,64.0,Male,Appliances, Air Conditioner ,2,$650.00,,"$1,300.00",south
TXN-0251,2023.01.12,CUST-1490,30.0, Female ,Electronics,Smartwatch,4,$200.00,15%,$680.00,West
TXN-0252,"Aug 01, 2023",CUST-1496,44.0, Female ,home appliances,Refrigerator,3,850.0,,"$2,550.00",west
TXN-0253,18/10/2023,CUST-1148,37.0,  Male  ,Apparel ,Jacket,3,110.0,15%,$280.50,north
TXN-0254,2023-05-22,CUST-1246,58.0,male,Appliances, Air Conditioner ,2, 650.0 ,15%,"$1,105.00",south
255,2023.11.24,CUST-1391,52.0,Female,APPAREL,Running Shoes,5, 85.0 ,0.15,$361.25,South
TXN-0256,15/09/2023,CUST-1353,52.0,male,Electronics, Tablet ,3,$350.00,0.25,$787.50,north
TXN-0257,07/03/2023,CUST-1107,62.0,male,Electro,Smartwatch,5,200.0,,,north
TXN-0258,05/03/2023,CUST-1343,65.0, Female ,home appliances,Air Conditioner,5,$650.00,0.05,"$3,087.50",west
TXN-0259,2023.02.20,CUST-1357,24.0,Female,Electro,Smartphone,3,$550.00,0.15,"$1,402.50",north
txn_0260,2023.05.26,CUST-1430,36.0,female,Apparel,Jeans,3,60.0,0.2,$144.00,  North 
TXN-0261,03-28-2023,CUST-1304,32.0,F,  Electronics ,Laptop,4,950.0,25%,"$2,850.00",West
TXN-0262,2023-11-18,1034.0,29.0,Female,  Electronics ,Smartwatch,5, 200.0 ,0.2,800.00,North
TXN-0263,2023-01-17,CUST-1192,29.0,  Male  ,home appliances,Air Conditioner,4,650.0,0.25,1950.00,east
TXN-0264,"Sep 11, 2023",CUST-1500,55.0,,ELECTRONICS,Wireless Headphones,3,120.0,0.05,342.00,north
TXN-0265,06-06-2023,CUST-1019,54.0,female,Home-Appliances,Vacuum Cleaner,4,$160.00,10%,$576.00,  North 
TXN-0266,06/07/2023,CUST-1403,31.0,Male,  Electronics ,Wireless Headphones,1,120.0,0.25,90.00,south
TXN-0267,2023-06-03,CUST-1205,60.0,M,clothing,Running Shoes,4,85.0,0.2,$272.00,West
TXN-0268,2023-05-04,CUST-1222,22.0,female,ELECTRONICS,Tablet,4,$350.00,,"$1,400.00",east
TXN-0269,28/11/2023,1132.0,53.0,Male,Apparel ,Jeans,3,60.0,0.15,153.00,NORTH
txn_0270,2023-02-27,1340.0,51.0,male,Electronics,Smartwatch,4,200.0,5%,$760.00,  North 
TXN-0271,09-09-2023,1279.0,35.0,M,ELECTRONICS,Smartphone,5,550.0,,"$2,750.00",east
TXN-0272,11-24-2023,CUST-1273,42.0,,ELECTRONICS,Wireless Headphones,3,120.0,0.2,288.00,West
TXN-0273,2023-07-31,CUST-1051,50.0,female,clothing,Jacket,1,$110.00,10%,99.00,north
TXN-0274,2023-05-08,CUST-1390,44.0,Female,electronics,Tablet,3, 350.0 ,25%,787.50,South
TXN-0275,15/02/2023,CUST-1025,34.0,Female,Appliances, Coffee Maker ,4, 75.0 ,15%,255.00,  North 
TXN-0276,2023-05-25,CUST-1405,34.0,F,ELECTRONICS,Smartwatch,4,$200.00,0.1,$720.00,north
TXN-0277,01-31-2023,CUST-1181,56.0,Male,,Running Shoes,3, 85.0 ,0.1,$229.50,East
TXN-0278,29/09/2023,CUST-1065,35.0,female,HOME APPLIANCES,Refrigerator,3,$850.00,0.2,2040.00,West
TXN-0279,2023-04-07,1133.0,25.0,F,,Smartphone,4, 550.0 ,0.1,1980.00,south
txn_0280,06/12/2023,CUST-1269,22.0,F,APPAREL, Hat ,4, 18.0 ,5%,$68.40,south
TXN-0281,12-03-2023,CUST-1486,64.0, Female ,Apparel,Hat,1, 18.0 ,0.1,16.20,NORTH
TXN-0282,2023-07-26,CUST-1061,65.0,  Male  ,clothing, Jeans ,5, 60.0 ,25%,225.00,east
TXN-0283,2023-08-07,CUST-1346,27.0,FEMALE,Appliances, Microwave Oven ,4,180.0,0.1,$648.00,North
TXN-0284,"Feb 25, 2023",CUST-1368,34.0,FEMALE,,Running Shoes,4,85.0,0.2,$272.00,NORTH
285,2023-04-05,CUST-1344,18.0,Male,Electro,Smartwatch,5,$200.00,25%,$750.00,south
TXN-0286,2023-03-06,CUST-1356,31.0,M,Electro,Laptop,1,950.0,,950.00,West
TXN-0287,2023.01.11,CUST-1424,18.0,female,Apparel ,Jacket,3,$110.00,0.25,$247.50,North
TXN-0288,2023.01.10,1457.0,25.0,Female,Apparel , Running Shoes ,3,85.0,0.25,191.25,east
TXN-0289,2023-12-11,CUST-1497,36.0,male,apparel, Jeans ,4, 60.0 ,5%,$228.00,west
txn_0290,"Feb 02, 2023",CUST-1287,39.0,Male,  Electronics ,Smartphone,5,$550.00,,2750.00,north
TXN-0291,2023-11-09,1053.0,31.0,M,Electro,Laptop,2,$950.00,10%,"$1,710.00",West
TXN-0292,27/05/2023,CUST-1386,33.0,FEMALE,apparel, T-Shirt ,4,25.0,20%,"$999,999.00",west
TXN-0293,02-13-2023,CUST-1222,60.0,M,Electronics,Laptop,5,950.0,0.15,4037.50,west
TXN-0294,"Mar 17, 2023",CUST-1278,46.0,female,APPAREL, Hat ,2, 18.0 ,0.15,$30.60,west
TXN-0295,05-13-2023,CUST-1056,34.0,Female,Apparel,Hat,1000,18.0,0.25,13500.00,  North 
TXN-0296,"Mar 13, 2023",CUST-1167,67.0,male,Home-Appliances,Microwave Oven,2, 180.0 ,0.25,270.00,east
TXN-0297,2023-12-19,CUST-1073,47.0,FEMALE,Apparel,Jacket,2,$110.00,0.25,$165.00,west
TXN-0298,03-02-2023,CUST-1248,, Female ,ELECTRONICS,Tablet,4,$0.00,5%,0.00,east
TXN-0299,07/11/2023,CUST-1230,64.0, Female ,Apparel ,Jacket,1,110.0,0.1,99.00,west
,2023.03.05,CUST-1277,54.0,F,Home Appliances, Microwave Oven ,1,$180.00,25%,$135.00,North
TXN-0301,"Jan 12, 2023",1270.0,25.0,FEMALE,apparel, Jacket ,4,$110.00,10%,$396.00,east
TXN-0302,"Jun 15, 2023",CUST-1026,55.0,FEMALE,Home-Appliances,Coffee Maker,5,75.0,5%,$356.25,west
TXN-0303,2023.03.06,1325.0,27.0,M,Appliances,Microwave Oven,1,0.0,25%,,West
TXN-0304,2023-11-03,CUST-1323,36.0,,  Electronics , Wireless Headphones ,2,120.0,0.25,$180.00,south
TXN-0305,20/08/2023,CUST-1107,19.0,M,Home Appliances,Air Conditioner,-2,650.0,0.2,$0.00,North
TXN-0306,2023-12-10,CUST-1192,29.0,Male,HOME APPLIANCES,Coffee Maker,1,75.0,0.25,56.25,East
TXN-0307,2023-05-24,CUST-1100,25.0, Female ,electronics,Smartphone,5,$550.00,5%,2612.50,south
TXN-0308,2023-12-14,CUST-1348,45.0,Male,ELECTRONICS,Smartwatch,5,$200.00,10%,$900.00,east
TXN-0309,2023.06.21,CUST-1115,22.0,MALE,ELECTRONICS, Smartwatch ,4,200.0,15%,680.00,East
txn_0310,2023.05.02,CUST-1320,21.0,female,Apparel,Running Shoes,1, 85.0 ,25%,63.75,east
TXN-0311,2023-11-03,CUST-1237,57.0,Male,ELECTRONICS,Smartwatch,1,200.0,25%,$150.00,South
TXN-0312,23/01/2023,CUST-1491,55.0,M,ELECTRONICS,Tablet,5, 350.0 ,0.25,"$1,312.50",South
TXN-0313,05/02/2023,CUST-1239,55.0,Female,Home-Appliances,Air Conditioner,1,650.0,0.2,520.00,East
TXN-0314,"Jul 12, 2023",CUST-1185,,FEMALE,HOME APPLIANCES,Air Conditioner,3,$650.00,10%,1755.00,South
315,11/04/2023,CUST-1010,59.0,male,electronics,Tablet,2,350.0,5%,$665.00,west
TXN-0316,12-22-2023,CUST-1125,55.0,FEMALE,apparel,Jeans,2,60.0,0.05,$114.00,east
TXN-0317,2023.11.27,CUST-1091,62.0,F,Appliances,Air Conditioner,1,650.0,10%,585.00,East
TXN-0318,09/10/2023,CUST-1265,47.0,Female,Electro,Wireless Headphones,3,$120.00,5%,342.00,north
TXN-0319,2023-05-22,CUST-1279,39.0,  Male  ,Appliances,Air Conditioner,5,$650.00,0.15,2762.50,North
txn_0320,01/12/2023,CUST-1370,51.0,FEMALE,Apparel ,Jacket,4, 110.0 ,25%,$330.00,North
TXN-0321,12-04-2023,CUST-1385,52.0, Female ,,Jacket,3,110.0,0.2,264.00,South
TXN-0322,2023.02.25,CUST-1155,53.0, Female ,apparel, Jacket ,2, 110.0 ,,220.00,east
TXN-0323,22/03/2023,CUST-1035,31.0,MALE,Apparel , Jeans ,2, 60.0 ,,$120.00,South
TXN-0324,"Jun 18, 2023",CUST-1377,47.0,  Male  ,apparel,Running Shoes,4, 85.0 ,0.2,$272.00,west
TXN-0325,2023-12-08,CUST-1465,53.0,Female,Electronics,Wireless Headphones,2,120.0,,$240.00,east
TXN-0326,2023-04-10,,38.0,F,Home Appliances, Vacuum Cleaner ,4,160.0,0.05,608.00,NORTH
TXN-0327,2023-12-10,CUST-1183,61.0,F,  Electronics ,Laptop,4,950.0,,"$3,800.00",South
TXN-0328,"Feb 16, 2023",,,male,Electronics,Smartwatch,2,200.0,0.1,$360.00,South
TXN-0329,02-24-2023,CUST-1161,,MALE,ELECTRONICS,Smartwatch,2,200.0,0.25,$300.00,north
txn_0330,2023-06-16,CUST-1394,58.0,Female,Apparel , Hat ,0,18.0,5%,$0.00,east
TXN-0331,2023-05-05,CUST-1151,59.0,,Appliances,Air Conditioner,2,650.0,0.2,,East
TXN-0332,2023.05.05,CUST-1127,32.0,female,apparel,T-Shirt,-1,$25.00,0.1,0.00,South
TXN-0333,"Sep 17, 2023",CUST-1369,56.0,  Male  ,electronics,Smartwatch,3,$200.00,0.25,450.00,West
TXN-0334,2023-07-15,CUST-1304,29.0,F,ELECTRONICS,Smartphone,2,$550.00,5%,"$1,045.00",east
TXN-0335,"Jul 11, 2023",CUST-1036,25.0, Female ,Apparel ,Jeans,3,60.0,0.2,$144.00,East
TXN-0336,2023-12-13,1309.0,34.0, Female ,home appliances, Microwave Oven ,4,180.0,0.1,648.00,west
TXN-0337,2023.12.04,CUST-1448,24.0,Female,APPAREL,Running Shoes,3,-$50.00,5%,$0.00,south
TXN-0338,09/08/2023,CUST-1101,25.0,MALE,Home Appliances,Refrigerator,4, 850.0 ,5%,"$3,230.00",  North 
TXN-0339,2023-09-02,1136.0,-5.0,FEMALE,Electro,Smartwatch,4,$200.00,0.15,$680.00,East
txn_0340,2023.07.24,CUST-1169,250.0,M,, Microwave Oven ,2,180.0,0.2,"$999,999.00",East
TXN-0341,2023-11-21,CUST-1347,43.0,male,Electro,Smartphone,4,$550.00,0.25,"$1,650.00",West
TXN-0342,2023-02-14,CUST-1239,25.0,FEMALE,home appliances, Air Conditioner ,1, 650.0 ,0.2,$520.00,north
TXN-0343,2023-03-11,1354.0,54.0, Female ,HOME APPLIANCES,Microwave Oven,4,180.0,10%,$648.00,  North 
TXN-0344,2023-04-07,1160.0,18.0, Female ,Home-Appliances,Coffee Maker,2, 75.0 ,0.25,$112.50,South
345,15/12/2023,1340.0,20.0,  Male  ,Apparel,Jacket,2, 110.0 ,15%,187.00,South
TXN-0346,27/01/2023,CUST-1153,28.0,FEMALE,Home-Appliances,Refrigerator,4, 850.0 ,25%,2550.00,North
TXN-0347,2023-06-05,1356.0,31.0,MALE,Home Appliances,Vacuum Cleaner,2,160.0,5%,$304.00,west
TXN-0348,"Jun 23, 2023",CUST-1206,43.0, Female ,Home-Appliances,Microwave Oven,1,180.0,20%,$144.00,west
TXN-0349,2023.01.12,CUST-1355,29.0,female,electronics, Smartwatch ,5, 200.0 ,0.25,750.00,west
,30/11/2023,CUST-1092,18.0,Female,home appliances,Refrigerator,3,$850.00,25%,1912.50,North
TXN-0351,2023.06.03,CUST-1273,62.0,Female,  Electronics ,Smartwatch,2,$200.00,0.1,$360.00,NORTH
TXN-0352,2023-11-15,CUST-1332,23.0,female,home appliances,Refrigerator,2,850.0,10%,"$1,530.00",North
TXN-0353,05-07-2023,1280.0,23.0,Female,apparel,Hat,1000,$18.00,5%,17100.00,West
TXN-0354,2023-09-28,CUST-1138,28.0,female,  Electronics ,Laptop,5,$950.00,0.1,"$4,275.00",East
TXN-0355,2023.05.08,CUST-1224,50.0,female,home appliances,Refrigerator,4,850.0,,3400.00,north
TXN-0356,"May 27, 2023",1485.0,64.0,F,Appliances,Refrigerator,1,850.0,0.25,$637.50,west
TXN-0357,2023-04-26,1180.0,42.0,male,home appliances,Coffee Maker,3,$75.00,25%,168.75,west
TXN-0358,2023.01.19,1003.0,40.0,Female,home appliances,Vacuum Cleaner,-1,$160.00,10%,,south
TXN-0359,08-29-2023,CUST-1093,46.0,F,ELECTRONICS,Smartwatch,0,$200.00,,0.00,NORTH
txn_0360,,CUST-1253,38.0,female,Home-Appliances, Microwave Oven ,2,180.0,15%,,West
TXN-0361,2023-05-25,CUST-1078,35.0,  Male  ,electronics,Wireless Headphones,1, 120.0 ,0.25,$90.00,south
TXN-0362,2023-03-16,1026.0,62.0,MALE,Electro,Smartwatch,3,$200.00,20%,$480.00,East
TXN-0363,05-27-2023,1094.0,39.0,male,  Electronics ,Smartwatch,3,200.0,15%,$510.00,  North 
TXN-0364,2023-01-22,CUST-1228,52.0,  Male  ,electronics,Laptop,4,$950.00,0.25,2850.00,east
TXN-0365,2023.09.05,CUST-1011,26.0, Female ,electronics,Laptop,5,$950.00,0.2,"$3,800.00",North
TXN-0366,2023.10.20,CUST-1404,64.0,  Male  ,ELECTRONICS,Tablet,1,$350.00,0.15,297.50,South
TXN-0367,2023-04-18,,41.0,FEMALE,home appliances,Vacuum Cleaner,1,$160.00,15%,136.00,  North 
TXN-0368,2023-12-19,CUST-1309,32.0,MALE,Electro, Laptop ,3,950.0,10%,2565.00,North
TXN-0369,"Mar 25, 2023",CUST-1073,59.0,male,electronics,Wireless Headphones,4,$120.00,,$480.00,north
txn_0370,2023.03.15,,24.0,Female,Electronics,Wireless Headphones,4,$120.00,10%,$432.00,North
TXN-0371,2023-10-06,CUST-1072,,MALE,electronics,Laptop,4,950.0,5%,"$3,610.00",East
TXN-0372,2023-07-04,CUST-1271,45.0,  Male  ,ELECTRONICS,Laptop,3,950.0,,"$999,999.00",NORTH
TXN-0373,12-02-2023,CUST-1407,22.0,female,HOME APPLIANCES, Air Conditioner ,4,650.0,0.25,1950.00,South
TXN-0374,"Aug 03, 2023",CUST-1274,55.0,FEMALE,apparel,Jeans,500, 60.0 ,15%,"$25,500.00",West
375,10/10/2023,CUST-1382,63.0,Male,Electro,Tablet,1, 350.0 ,10%,315.00,NORTH
TXN-0376,2023-04-04,CUST-1485,39.0,Male,home appliances, Air Conditioner ,2,$650.00,0.2,1040.00,South
TXN-0377,2023-03-22,CUST-1064,21.0,M,clothing,Jeans,4,60.0,0.15,$204.00,  North 
TXN-0378,21/06/2023,CUST-1033,150.0,MALE,Home Appliances,Air Conditioner,1, 650.0 ,15%,$552.50,South
TXN-0379,07-20-2023,CUST-1049,50.0,M,,T-Shirt,1,$25.00,0.05,23.75,NORTH
txn_0380,2023.03.24,CUST-1267,68.0,  Male  ,Home-Appliances, Air Conditioner ,2, 650.0 ,20%,"$999,999.00",south
TXN-0381,2023-02-14,CUST-1151,41.0,male,Apparel ,Running Shoes,4,$85.00,25%,$255.00,  North 
TXN-0382,"Dec 15, 2023",CUST-1487,44.0,  Male  ,Home Appliances,Coffee Maker,2, 75.0 ,20%,$120.00,West
TXN-0383,"Feb 17, 2023",CUST-1418,64.0,female,home appliances,Microwave Oven,5,180.0,0.05,$855.00,  North 
TXN-0384,"Nov 04, 2023",CUST-1404,21.0,Male,Electro,Smartphone,1,$550.00,0.2,$440.00,North
TXN-0385,08-08-2023,CUST-1214,68.0,female,  Electronics ,Laptop,0,950.0,15%,$0.00,East
TXN-0386,12-12-2023,1230.0,58.0, Female ,electronics,Laptop,2,$950.00,0.1,,East
TXN-0387,2023.06.04,1255.0,44.0,FEMALE,ELECTRONICS, Smartphone ,2,$550.00,0.15,$935.00,  North 
TXN-0388,2023-02-20,1477.0,66.0,FEMALE,Home-Appliances,Coffee Maker,4,75.0,0.2,$240.00,east
TXN-0389,11/07/2023,CUST-1337,68.0,MALE,,Smartphone,3,550.0,0.1,1485.00,South
txn_0390,2023-11-26,CUST-1065,64.0,Female,Apparel ,Hat,1,18.0,0.15,$15.30,North
TXN-0391,2023.01.06,CUST-1278,42.0,,Apparel ,Jeans,2, 60.0 ,0.2,96.00,North
TXN-0392,2023-10-24,CUST-1054,29.0,F,home appliances,Microwave Oven,1, 180.0 ,0.15,$153.00,NORTH
TXN-0393,2023.10.18,1175.0,57.0,Male,HOME APPLIANCES,Microwave Oven,1, 180.0 ,10%,162.00,NORTH
TXN-0394,21/05/2023,CUST-1282,49.0,female,ELECTRONICS, Wireless Headphones ,3,$120.00,25%,$270.00,West
TXN-0395,11-02-2023,CUST-1310,40.0,male,Apparel,Jeans,5,60.0,5%,$285.00,South
TXN-0396,04-21-2023,CUST-1062,,Female,  Electronics ,Laptop,4,$950.00,25%,2850.00,north
TXN-0397,2023-11-27,CUST-1163,49.0,  Male  ,Apparel,Hat,2,$18.00,0.25,27.00,east
TXN-0398,2023-10-01,1240.0,64.0,Female,Electro, Smartphone ,1,550.0,0.05,$522.50,North
TXN-0399,2023-02-23,CUST-1045,41.0,FEMALE,Electronics,Tablet,3,$350.00,20%,$840.00,NORTH
,2023.03.17,CUST-1211,51.0, Female ,Apparel ,T-Shirt,2,25.0,0.1,$45.00,West
TXN-0401,2023-04-19,CUST-1096,55.0,FEMALE,ELECTRONICS,Smartphone,1,$550.00,0.2,$440.00,south
TXN-0402,03-26-2023,CUST-1052,65.0,Male,apparel,Jeans,3, 60.0 ,10%,$162.00,East
TXN-0403,"Jan 26, 2023",CUST-1150,35.0,F,Electronics,Laptop,2,950.0,25%,1425.00,east
TXN-0404,2023-02-21,CUST-1253,40.0, Female ,Apparel, Jeans ,4,60.0,5%,228.00,West
405,21/06/2023,CUST-1087,56.0,F,Apparel ,Jeans,1,60.0,0.1,54.00,East
TXN-0406,09-09-2023,CUST-1249,40.0,Female,clothing,Jacket,1, 110.0 ,15%,93.50,East
TXN-0407,"Feb 15, 2023",CUST-1449,46.0,FEMALE,ELECTRONICS,Smartwatch,3,$200.00,0.15,510.00,East
TXN-0408,"Feb 26, 2023",1348.0,57.0,M,ELECTRONICS, Wireless Headphones ,2, 120.0 ,20%,$192.00,south
TXN-0409,2023.09.15,1138.0,45.0,male,Home Appliances,Air Conditioner,4, 650.0 ,0.15,2210.00,  North 
txn_0410,16/12/2023,CUST-1102,54.0,F,Electro,Tablet,5,$350.00,15%,"$1,487.50",North
TXN-0411,"Oct 14, 2023",1464.0,50.0, Female ,Appliances,Coffee Maker,2,$75.00,25%,112.50,north
TXN-0412,11-01-2023,CUST-1442,61.0,Male,clothing, T-Shirt ,2, 25.0 ,0.05,$47.50,NORTH
TXN-0413,2023-03-03,1012.0,21.0,  Male  ,apparel,Hat,5,18.0,5%,$85.50,west
TXN-0414,09-01-2023,1301.0,43.0,male,Electro, Smartwatch ,4,$200.00,25%,$600.00,West
TXN-0415,01-05-2023,CUST-1107,42.0,M,ELECTRONICS,Wireless Headphones,2, 120.0 ,20%,192.00,west
TXN-0416,12-04-2023,CUST-1489,43.0,Male,home appliances,Air Conditioner,4,$650.00,10%,"$2,340.00",east
TXN-0417,2023.02.02,1383.0,56.0,Male,HOME APPLIANCES, Coffee Maker ,5,$75.00,15%,318.75,South
TXN-0418,2023-10-26,1017.0,41.0, Female ,Electronics,Laptop,5,950.0,15%,4037.50,West
TXN-0419,2023-11-17,1264.0,32.0,FEMALE,apparel,Jeans,4,$60.00,15%,204.00,west
txn_0420,2023-07-24,CUST-1298,34.0,Male,ELECTRONICS,Wireless Headphones,2,120.0,5%,228.00,North
TXN-0421,2023.02.06,CUST-1454,35.0,male,,T-Shirt,3, 25.0 ,0.05,71.25,North
TXN-0422,"Sep 04, 2023",CUST-1220,25.0, Female ,APPAREL,Running Shoes,2, 85.0 ,0.25,,South
TXN-0423,2023-01-30,CUST-1022,33.0,M,Home-Appliances,Vacuum Cleaner,5,160.0,10%,720.00,South
TXN-0424,2023-05-17,1177.0,57.0,male,apparel,Running Shoes,5,$85.00,10%,382.50,north
TXN-0425,09-13-2023,CUST-1423,57.0,Male,Electro,Smartphone,4, 550.0 ,0.05,2090.00,south
TXN-0426,2023-10-30,CUST-1222,65.0,male,HOME APPLIANCES,Air Conditioner,5, 650.0 ,0.2,"$2,600.00",south
TXN-0427,2023.05.08,CUST-1019,60.0, Female ,,Laptop,2,$950.00,,1900.00,west
TXN-0428,2023.07.29,CUST-1312,46.0,  Male  ,Electro, Smartwatch ,5,$200.00,0.1,$900.00,South
TXN-0429,2023-05-13,CUST-1180,33.0,male,Electronics,Smartphone,3, 550.0 ,15%,"$1,402.50",east
txn_0430,"Nov 30, 2023",CUST-1015,27.0,Male,home appliances,Coffee Maker,5,75.0,25%,281.25,north
TXN-0431,2023.04.25,CUST-1375,51.0, Female ,  Electronics ,Laptop,5,$950.00,15%,4037.50,West
TXN-0432,2023-07-29,CUST-1468,32.0,female,home appliances,Refrigerator,5,850.0,5%,4037.50,South
TXN-0433,2023-04-03,CUST-1391,65.0,Male,Home Appliances,Coffee Maker,5, 75.0 ,25%,281.25,East
TXN-0434,2023-11-08,1378.0,44.0,female,Apparel ,Hat,5, 18.0 ,0.25,$67.50,NORTH
435,2023-10-29,CUST-1024,55.0,female,Apparel ,Running Shoes,2,$85.00,15%,$144.50,West
TXN-0436,03-28-2023,CUST-1473,24.0,FEMALE,Electronics,Smartwatch,5,$200.00,5%,$950.00,West
TXN-0437,03-06-2023,CUST-1470,45.0,male,APPAREL,Running Shoes,1,$85.00,,$85.00,west
TXN-0438,2023-02-07,CUST-1221,51.0,FEMALE,Home Appliances,Microwave Oven,5,180.0,10%,$810.00,north
TXN-0439,"Apr 20, 2023",CUST-1106,62.0,female,apparel,Running Shoes,2,85.0,0.2,$136.00,north
txn_0440,02-27-2023,CUST-1126,47.0,male,Electro,Smartwatch,4, 200.0 ,0.1,720.00,south
TXN-0441,"Jun 12, 2023",CUST-1133,64.0,Male,Home-Appliances,Microwave Oven,1, 180.0 ,0.05,171.00,East
TXN-0442,2023.06.30,1107.0,28.0,female,home appliances,Coffee Maker,4,75.0,,$300.00,east
TXN-0443,06/09/2023,1323.0,35.0,female,home appliances,Air Conditioner,1,650.0,0.05,$617.50,  North 
TXN-0444,2023.07.20,CUST-1217,35.0,male,Appliances,Air Conditioner,4,650.0,10%,2340.00,west
TXN-0445,25/02/2023,1394.0,54.0,  Male  ,Home Appliances, Refrigerator ,4,$850.00,0.2,"$2,720.00",West
TXN-0446,2023-07-30,CUST-1164,18.0,MALE,Electro,Wireless Headphones,3,120.0,0.05,$342.00,North
TXN-0447,2023-09-24,CUST-1497,49.0,FEMALE,  Electronics ,Tablet,-2,$350.00,0.15,0.00,NORTH
TXN-0448,25/09/2023,CUST-1190,47.0,Female,electronics, Wireless Headphones ,3,$120.00,,$360.00,north
TXN-0449,2023-08-23,CUST-1080,32.0,Male,APPAREL,Running Shoes,3,85.0,10%,$229.50,south
,2023.02.22,CUST-1169,56.0, Female ,Apparel ,Hat,-2,$18.00,10%,,north
TXN-0451,2023.01.27,CUST-1241,25.0,female,Home-Appliances,Coffee Maker,3,75.0,0.15,$191.25,south
TXN-0452,"Mar 03, 2023",CUST-1443,60.0,female,Appliances,Microwave Oven,3, 180.0 ,25%,405.00,south
TXN-0453,01-07-2023,,20.0,  Male  ,Apparel,Running Shoes,4,85.0,0.25,,NORTH
TXN-0454,2023-04-01,CUST-1028,38.0,FEMALE,home appliances,Refrigerator,3,$850.00,0.15,2167.50,North
TXN-0455,2023.04.09,CUST-1088,30.0,female,Electronics,Laptop,4,950.0,0.05,"$3,610.00",North
TXN-0456,2023-03-28,CUST-1041,37.0,MALE,home appliances,Air Conditioner,3,$650.00,10%,"$1,755.00",West
TXN-0457,02-17-2023,CUST-1328,61.0,Male,  Electronics ,Wireless Headphones,4,120.0,0.25,360.00,South
TXN-0458,04-22-2023,,29.0,F,ELECTRONICS,Wireless Headphones,3,120.0,,360.00,north
TXN-0459,03/07/2023,CUST-1011,55.0,female,Electro,Tablet,3, 350.0 ,0.1,$945.00,south
txn_0460,2023-07-25,CUST-1153,51.0, Female ,apparel,Hat,1,18.0,10%,$16.20,south
TXN-0461,05/04/2023,CUST-1078,41.0,,Electronics,Laptop,4,950.0,5%,"$3,610.00",East
TXN-0462,2023-05-25,CUST-1273,65.0,Male,Appliances, Coffee Maker ,5,75.0,10%,$337.50,East
TXN-0463,"Dec 01, 2023",CUST-1345,44.0,female,Apparel,Jeans,1,60.0,0.1,$54.00,east
TXN-0464,"Jan 28, 2023",CUST-1309,50.0,F,clothing,Jeans,4,$60.00,10%,$216.00,west
465,"Nov 11, 2023",CUST-1020,41.0, Female ,HOME APPLIANCES,Vacuum Cleaner,1,$160.00,5%,$152.00,North
TXN-0466,22/07/2023,1372.0,35.0,F,apparel,Running Shoes,5,$85.00,5%,403.75,east
TXN-0467,2023-02-10,CUST-1011,64.0,male,Apparel ,Running Shoes,3,85.0,5%,$242.25,NORTH
TXN-0468,2023-09-14,CUST-1347,-1.0,,electronics,Wireless Headphones,3,$120.00,10%,324.00,  North 
TXN-0469,11-22-2023,CUST-1285,,Female,apparel,Jeans,2,$60.00,,120.00,west
txn_0470,2023-02-12,CUST-1149,47.0,,apparel,T-Shirt,1,$25.00,10%,22.50,north
TXN-0471,22/07/2023,CUST-1091,65.0,FEMALE,electronics,Laptop,3,950.0,0.15,"$2,422.50",West
TXN-0472,19/08/2023,1424.0,29.0,male,Electro,Wireless Headphones,5,120.0,,$600.00,  North 
TXN-0473,2023-03-27,1189.0,,female,electronics,Smartwatch,2,200.0,15%,$340.00,  North 
TXN-0474,04/05/2023,CUST-1056,28.0,male,, Jacket ,4,$110.00,0.15,374.00,west
TXN-0475,"Jan 13, 2023",1415.0,67.0,,Appliances,Refrigerator,1,$850.00,0.05,$807.50,South
TXN-0476,09-05-2023,CUST-1037,66.0,  Male  ,Home-Appliances,Air Conditioner,3, 650.0 ,0.1,"$1,755.00",NORTH
TXN-0477,"Nov 21, 2023",CUST-1079,27.0,female,apparel, Hat ,5,$18.00,25%,$67.50,NORTH
